index,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
30433,Montrose Beach,08/18/2016 06:00:00 PM,24.3,0.0,,0.173,3.0,11.3,08/18/2016 6:00 PM,MontroseBeach201608181800
30434,Ohio Street Beach,08/18/2016 06:00:00 PM,24.6,2.03,,0.121,3.0,10.4,08/18/2016 6:00 PM,OhioStreetBeach201608181800
30435,Calumet Beach,08/18/2016 07:00:00 PM,23.5,1.0,,0.166,2.0,11.7,08/18/2016 7:00 PM,CalumetBeach201608181900
30436,Montrose Beach,08/18/2016 07:00:00 PM,24.2,0.0,,0.159,3.0,11.3,08/18/2016 7:00 PM,MontroseBeach201608181900
30437,Ohio Street Beach,08/18/2016 07:00:00 PM,24.3,2.09,,0.146,3.0,10.4,08/18/2016 7:00 PM,OhioStreetBeach201608181900
30438,Calumet Beach,08/18/2016 08:00:00 PM,23.4,1.01,,0.147,2.0,11.7,08/18/2016 8:00 PM,CalumetBeach201608182000
30439,Montrose Beach,08/18/2016 08:00:00 PM,23.5,0.0,,0.144,5.0,11.3,08/18/2016 8:00 PM,MontroseBeach201608182000
30440,Ohio Street Beach,08/18/2016 08:00:00 PM,24.1,1.97,,0.14,3.0,10.4,08/18/2016 8:00 PM,OhioStreetBeach201608182000
30441,Calumet Beach,08/18/2016 10:00:00 PM,23.5,0.92,,0.149,2.0,11.7,08/18/2016 10:00 PM,CalumetBeach201608182200
30442,Montrose Beach,08/18/2016 10:00:00 PM,23.1,0.0,,0.112,5.0,11.3,08/18/2016 10:00 PM,MontroseBeach201608182200
30443,Ohio Street Beach,08/18/2016 10:00:00 PM,23.9,1.65,,0.123,2.0,10.4,08/18/2016 10:00 PM,OhioStreetBeach201608182200
30444,Calumet Beach,08/18/2016 11:00:00 PM,23.3,1.08,,0.134,2.0,11.7,08/18/2016 11:00 PM,CalumetBeach201608182300
30445,Montrose Beach,08/18/2016 11:00:00 PM,22.8,0.0,,0.107,3.0,11.3,08/18/2016 11:00 PM,MontroseBeach201608182300
30446,Ohio Street Beach,08/18/2016 11:00:00 PM,23.9,1.65,,0.118,3.0,10.3,08/18/2016 11:00 PM,OhioStreetBeach201608182300
30447,Calumet Beach,08/19/2016 12:00:00 AM,23.3,0.9,,0.113,3.0,11.7,08/19/2016 12:00 AM,CalumetBeach201608192400
30448,Montrose Beach,08/19/2016 12:00:00 AM,22.6,0.0,,0.106,3.0,11.3,08/19/2016 12:00 AM,MontroseBeach201608192400
30449,Ohio Street Beach,08/19/2016 12:00:00 AM,23.9,1.63,,0.123,3.0,10.3,08/19/2016 12:00 AM,OhioStreetBeach201608192400
30450,Calumet Beach,08/19/2016 01:00:00 AM,23.3,0.79,,0.092,3.0,11.7,08/19/2016 1:00 AM,CalumetBeach201608190100
30451,Montrose Beach,08/19/2016 01:00:00 AM,22.3,0.0,,0.107,7.0,11.3,08/19/2016 1:00 AM,MontroseBeach201608190100
30452,Ohio Street Beach,08/19/2016 01:00:00 AM,23.9,1.56,,0.105,3.0,10.0,08/19/2016 1:00 AM,OhioStreetBeach201608190100
30453,Calumet Beach,08/19/2016 02:00:00 AM,23.2,0.92,,0.092,5.0,11.7,08/19/2016 2:00 AM,CalumetBeach201608190200
30454,Montrose Beach,08/19/2016 02:00:00 AM,22.2,0.0,,0.113,6.0,11.3,08/19/2016 2:00 AM,MontroseBeach201608190200
30455,Ohio Street Beach,08/19/2016 02:00:00 AM,23.9,1.76,,0.097,3.0,10.3,08/19/2016 2:00 AM,OhioStreetBeach201608190200
30456,Calumet Beach,08/19/2016 03:00:00 AM,23.0,0.88,,0.106,3.0,11.7,08/19/2016 3:00 AM,CalumetBeach201608190300
30457,Montrose Beach,08/19/2016 03:00:00 AM,22.2,0.0,,0.11,5.0,11.3,08/19/2016 3:00 AM,MontroseBeach201608190300
30458,Ohio Street Beach,08/19/2016 03:00:00 AM,23.8,1.71,,0.083,3.0,10.3,08/19/2016 3:00 AM,OhioStreetBeach201608190300
30459,Calumet Beach,08/19/2016 04:00:00 AM,22.9,0.93,,0.135,2.0,11.7,08/19/2016 4:00 AM,CalumetBeach201608190400
30460,Montrose Beach,08/19/2016 04:00:00 AM,22.1,0.0,,0.117,3.0,11.3,08/19/2016 4:00 AM,MontroseBeach201608190400
30461,Ohio Street Beach,08/19/2016 04:00:00 AM,23.8,1.98,,0.085,2.0,10.3,08/19/2016 4:00 AM,OhioStreetBeach201608190400
30462,Ohio Street Beach,05/31/2017 01:00:00 PM,16.7,1.17,,0.187,3.0,11.1,05/31/2017 1:00 PM,OhioStreetBeach201705311300
30463,Ohio Street Beach,05/31/2017 02:00:00 PM,17.3,1.16,,0.187,3.0,11.1,05/31/2017 2:00 PM,OhioStreetBeach201705311400
30464,Ohio Street Beach,05/31/2017 03:00:00 PM,17.9,1.17,,0.187,3.0,11.1,05/31/2017 3:00 PM,OhioStreetBeach201705311500
30465,Ohio Street Beach,05/31/2017 04:00:00 PM,17.6,1.2,,0.187,3.0,11.1,05/31/2017 4:00 PM,OhioStreetBeach201705311600
30466,Ohio Street Beach,05/31/2017 05:00:00 PM,18.8,1.49,,0.187,3.0,11.1,05/31/2017 5:00 PM,OhioStreetBeach201705311700
30467,Ohio Street Beach,05/31/2017 06:00:00 PM,18.8,1.57,,0.187,3.0,11.1,05/31/2017 6:00 PM,OhioStreetBeach201705311800
30468,Ohio Street Beach,05/31/2017 07:00:00 PM,17.6,1.76,,0.187,3.0,11.1,05/31/2017 7:00 PM,OhioStreetBeach201705311900
30469,Ohio Street Beach,05/31/2017 08:00:00 PM,16.6,1.26,,0.187,3.0,11.1,05/31/2017 8:00 PM,OhioStreetBeach201705312000
30470,Ohio Street Beach,05/31/2017 09:00:00 PM,16.1,1.05,,0.187,3.0,11.1,05/31/2017 9:00 PM,OhioStreetBeach201705312100
30471,Ohio Street Beach,05/31/2017 10:00:00 PM,15.7,1.12,,0.187,3.0,11.1,05/31/2017 10:00 PM,OhioStreetBeach201705312200
30472,Calumet Beach,08/19/2016 05:00:00 AM,22.8,0.96,,0.153,2.0,11.7,08/19/2016 5:00 AM,CalumetBeach201608190500
30473,Montrose Beach,08/19/2016 05:00:00 AM,22.1,0.0,,0.112,3.0,11.3,08/19/2016 5:00 AM,MontroseBeach201608190500
30474,Ohio Street Beach,08/19/2016 05:00:00 AM,23.8,1.73,,0.103,3.0,10.3,08/19/2016 5:00 AM,OhioStreetBeach201608190500
30475,Calumet Beach,08/19/2016 06:00:00 AM,22.8,0.9,,0.114,3.0,11.6,08/19/2016 6:00 AM,CalumetBeach201608190600
30476,Montrose Beach,08/19/2016 06:00:00 AM,22.5,0.0,,0.109,4.0,11.3,08/19/2016 6:00 AM,MontroseBeach201608190600
30477,Ohio Street Beach,08/19/2016 06:00:00 AM,23.7,1.75,,0.126,3.0,10.3,08/19/2016 6:00 AM,OhioStreetBeach201608190600
30478,Calumet Beach,08/19/2016 07:00:00 AM,22.8,0.79,,0.126,3.0,11.6,08/19/2016 7:00 AM,CalumetBeach201608190700
30479,Montrose Beach,08/19/2016 07:00:00 AM,22.1,0.0,,0.107,7.0,11.3,08/19/2016 7:00 AM,MontroseBeach201608190700
30480,Ohio Street Beach,08/19/2016 07:00:00 AM,23.7,1.63,,0.118,3.0,10.3,08/19/2016 7:00 AM,OhioStreetBeach201608190700
30481,Calumet Beach,08/19/2016 08:00:00 AM,22.8,0.71,,0.128,3.0,11.6,08/19/2016 8:00 AM,CalumetBeach201608190800
30482,Montrose Beach,08/19/2016 08:00:00 AM,22.1,0.0,,0.105,6.0,11.3,08/19/2016 8:00 AM,MontroseBeach201608190800
30483,Ohio Street Beach,08/19/2016 08:00:00 AM,23.7,1.67,,0.124,3.0,10.3,08/19/2016 8:00 AM,OhioStreetBeach201608190800
30484,Calumet Beach,08/19/2016 09:00:00 AM,22.9,0.86,,0.118,2.0,11.6,08/19/2016 9:00 AM,CalumetBeach201608190900
30485,Montrose Beach,08/19/2016 09:00:00 AM,22.1,0.0,,0.104,3.0,11.2,08/19/2016 9:00 AM,MontroseBeach201608190900
30486,Ohio Street Beach,08/19/2016 09:00:00 AM,23.8,1.4,,0.119,3.0,10.3,08/19/2016 9:00 AM,OhioStreetBeach201608190900
30487,Montrose Beach,08/19/2016 10:00:00 AM,22.1,0.0,,0.126,3.0,11.1,08/19/2016 10:00 AM,MontroseBeach201608191000
30488,Ohio Street Beach,08/19/2016 10:00:00 AM,23.8,1.57,,0.111,3.0,10.3,08/19/2016 10:00 AM,OhioStreetBeach201608191000
